idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia
26,1997-06-05,Santa Catarina,6112.19,Ensino Médio,1,Casado,Educação,4
60,1963-04-17,Paraná,6104.78,Ensino Superior,1,Casado,Tecnologia,3
27,1996-09-19,Minas Gerais,1985.73,Ensino Fundamental,1,Casado,Indústria,0
35,1988-05-11,Mato Grosso do Sul,7964.88,Pós-graduação,2,Divorciado,Comércio,5
21,2002-06-27,Rio Grande do Norte,5371.64,Ensino Médio,1,Divorciado,Indústria,1
36,1987-12-26,Mato Grosso do Sul,5177.67,Ensino Médio,0,Casado,Indústria,1
49,1974-12-18,Distrito Federal,6656.48,Ensino Médio,0,Casado,Educação,16
41,1982-07-11,Ceará,2716.96,Ensino Fundamental,0,Casado,Saúde,8
45,1978-06-28,Roraima,4326.41,Ensino Médio,1,Casado,Comércio,20
52,1972-03-13,Amapá,10740.31,Ensino Médio,2,Casado,Tecnologia,21
54,1969-11-21,Minas Gerais,6969.57,Ensino Fundamental,1,Casado,Tecnologia,21
34,1989-11-24,Amapá,7026.91,Ensino Médio,0,Casado,Saúde,14
59,1964-12-11,Rio Grande do Sul,4802.52,Ensino Médio,0,Solteiro,Educação,10
42,1982-03-27,Santa Catarina,20000.01,Pós-graduação,2,Casado,Comércio,24
55,1968-09-30,Sergipe,13050.87,Pós-graduação,0,Casado,Educação,11
65,1959-04-09,Tocantins,7748.37,Ensino Médio,0,Casado,Comércio,18
55,1969-02-11,Ceará,6302.57,Ensino Fundamental,1,Solteiro,Comércio,35
18,2005-06-19,Ceará,7845.83,Ensino Superior,1,Solteiro,Educação,0
31,1993-01-25,Ceará,7919.07,Ensino Superior,0,Casado,Saúde,2
23,2001-01-12,Rondônia,13245.0,Pós-graduação,3,Casado,Tecnologia,2
38,1985-07-07,Paraná,2980.62,Ensino Médio,1,Solteiro,Saúde,3
23,2000-10-07,Santa Catarina,3934.41,Ensino Fundamental,0,Casado,Saúde,5
62,1961-12-12,Santa Catarina,12877.95,Ensino Médio,0,Casado,Saúde,20
30,1993-10-03,Pará,5145.45,Ensino Médio,1,Viúvo,Educação,3
52,1971-09-07,Rio Grande do Sul,12437.28,Pós-graduação,0,Solteiro,Comércio,8
34,1989-06-12,Paraíba,3549.77,Ensino Fundamental,0,Casado,Comércio,2
25,1999-02-25,Paraná,6543.48,Ensino Médio,3,Divorciado,Comércio,2
62,1961-09-20,Santa Catarina,6081.29,Ensino Médio,3,Casado,Indústria,2
18,2005-09-15,Amazonas,7419.9,Ensino Médio,1,Casado,Tecnologia,0
41,1983-03-19,Amazonas,8535.63,Ensino Médio,1,Solteiro,Comércio,15
46,1978-01-13,Rio Grande do Norte,5677.22,Ensino Superior,1,Casado,Indústria,8
43,1980-07-01,Sergipe,4111.7,Ensino Fundamental,0,Divorciado,Educação,4
25,1998-05-05,Rio Grande do Norte,9241.4,Ensino Superior,0,Casado,Indústria,5
18,2005-10-28,Acre,3564.1,Ensino Médio,2,Solteiro,Indústria,0
48,1975-05-11,Maranhão,5016.64,Ensino Fundamental,1,Casado,Saúde,19
56,1968-01-31,Tocantins,6738.98,Ensino Médio,3,Solteiro,Saúde,35
83,1940-11-16,Tocantins,5068.98,Ensino Médio,0,Casado,Tecnologia,23
41,1982-12-16,Goiás,3141.98,Ensino Médio,1,Casado,Educação,11
63,1960-08-08,Ceará,7218.09,Ensino Médio,2,Casado,Tecnologia,26
57,1966-06-30,Ceará,3335.16,Ensino Médio,1,Divorciado,Comércio,9
47,1976-08-21,Paraíba,9162.7,Ensino Médio,1,Solteiro,Comércio,24
33,1990-10-17,Paraná,13904.64,Ensino Superior,0,Solteiro,Tecnologia,7
50,1973-08-06,Distrito Federal,6364.47,Ensino Fundamental,5,Casado,Indústria,17
58,1966-01-25,Maranhão,3747.76,Ensino Fundamental,3,Casado,Indústria,2
30,1993-07-22,Amapá,2362.91,Ensino Fundamental,2,Solteiro,Comércio,1
31,1993-01-01,Sergipe,3433.71,Ensino Médio,1,Casado,Comércio,4
25,1998-04-26,Pará,6230.02,Ensino Médio,2,Solteiro,Tecnologia,5
55,1968-11-10,Acre,4472.22,Ensino Fundamental,0,Casado,Comércio,28
36,1988-03-13,Acre,7465.59,Ensino Superior,0,Solteiro,Indústria,5
26,1997-12-17,Tocantins,5597.22,Ensino Médio,1,Casado,Educação,8
36,1987-07-20,Amazonas,6563.53,Ensino Médio,0,Casado,Tecnologia,8
55,1968-08-31,Bahia,9524.4,Ensino Superior,1,Casado,Saúde,26
42,1981-11-09,Rio Grande do Norte,7523.04,Pós-graduação,3,Casado,Educação,3
34,1989-05-16,Maranhão,4654.1,Ensino Médio,0,Casado,Saúde,11
46,1977-07-11,Paraná,7149.82,Ensino Superior,1,Casado,Educação,1
34,1990-02-16,Rondônia,8754.12,Ensino Superior,1,Divorciado,Educação,5
50,1973-07-26,Minas Gerais,5398.57,Ensino Médio,0,Divorciado,Comércio,2
74,1949-08-16,Sergipe,2689.1,Ensino Fundamental,0,Casado,Educação,10
30,1993-10-02,Pernambuco,5582.27,Ensino Superior,0,Solteiro,Educação,11
54,1969-11-16,Goiás,15258.43,Ensino Superior,4,Casado,Tecnologia,18
39,1985-01-15,Alagoas,3307.82,Ensino Fundamental,1,Casado,Comércio,8
43,1981-02-28,São Paulo,10737.04,Ensino Médio,3,Solteiro,Tecnologia,15
56,1968-02-06,Sergipe,4217.28,Ensino Médio,1,Solteiro,Comércio,0
49,1974-12-09,Pernambuco,7974.81,Ensino Fundamental,2,Casado,Tecnologia,29
49,1974-09-08,Pernambuco,7871.98,Ensino Médio,1,Solteiro,Tecnologia,27
50,1973-07-26,Ceará,15123.73,Ensino Superior,0,Casado,Tecnologia,18
19,2004-05-15,Mato Grosso,3137.98,Ensino Médio,3,Casado,Comércio,1
30,1994-02-21,Rio Grande do Sul,6189.1,Pós-graduação,2,Casado,Comércio,4
26,1997-05-08,Amazonas,14120.13,Pós-graduação,3,Solteiro,Indústria,4
49,1974-12-02,Rondônia,10998.37,Pós-graduação,0,Solteiro,Indústria,13
52,1971-11-28,Amazonas,8046.69,Ensino Médio,0,Solteiro,Educação,21
38,1985-06-06,Bahia,12553.87,Ensino Superior,1,Solteiro,Comércio,15
24,1999-11-29,Santa Catarina,3224.95,Ensino Médio,2,Casado,Saúde,6
23,2001-02-27,Alagoas,7949.69,Ensino Superior,1,Solteiro,Tecnologia,1
48,1975-04-26,Mato Grosso,8704.56,Ensino Médio,2,Casado,Saúde,10
59,1964-07-22,Roraima,4306.83,Ensino Fundamental,1,Casado,Educação,9
75,1949-02-23,Amapá,6061.63,Ensino Superior,2,Casado,Saúde,11
18,2006-02-09,Maranhão,3078.95,Ensino Médio,1,Solteiro,Comércio,0
52,1971-10-09,Santa Catarina,8219.05,Ensino Superior,0,Divorciado,Saúde,18
29,1994-12-15,Piauí,4496.09,Ensino Fundamental,0,Solteiro,Saúde,8
53,1970-08-25,Amapá,7827.39,Ensino Médio,0,Solteiro,Tecnologia,0
22,2001-07-01,Roraima,4573.68,Ensino Médio,0,Divorciado,Saúde,4
44,1979-09-01,Rondônia,9379.63,Ensino Médio,1,Solteiro,Comércio,26
23,2000-06-15,Goiás,7406.99,Ensino Superior,0,Solteiro,Educação,2
22,2001-05-31,Acre,6544.11,Ensino Médio,2,Solteiro,Saúde,0
52,1972-01-12,Paraná,9115.75,Ensino Médio,1,Casado,Educação,32
23,2001-01-10,Rondônia,3158.01,Ensino Médio,1,Casado,Comércio,0
45,1978-12-30,Rio Grande do Sul,9346.94,Ensino Superior,5,Casado,Educação,27
45,1978-10-07,Bahia,5918.19,Ensino Fundamental,0,Casado,Tecnologia,16
38,1985-12-18,Rio de Janeiro,7835.24,Ensino Superior,1,Divorciado,Indústria,7
20,2003-08-02,Alagoas,5463.06,Pós-graduação,0,Casado,Comércio,1
42,1981-08-10,Maranhão,10467.34,Ensino Médio,0,Casado,Indústria,18
76,1947-11-05,Santa Catarina,5914.98,Ensino Médio,3,Casado,Educação,12
35,1988-04-21,Paraná,2016.83,Ensino Fundamental,1,Casado,Educação,9
59,1965-03-08,Mato Grosso,7458.73,Ensino Médio,3,Casado,Saúde,32
24,1999-08-28,Mato Grosso,7744.31,Ensino Médio,3,Divorciado,Saúde,6
30,1993-12-17,São Paulo,5140.7,Ensino Médio,1,Casado,Educação,10
25,1998-05-12,Amazonas,7777.75,Ensino Superior,0,Solteiro,Comércio,6
26,1998-03-12,São Paulo,2328.52,Ensino Médio,0,Casado,Educação,5
54,1969-05-26,Bahia,17658.06,Ensino Superior,1,Casado,Comércio,31
50,1973-08-24,Amazonas,8321.94,Ensino Médio,1,Casado,Saúde,10
31,1992-10-19,Espírito Santo,4111.2,Ensino Médio,1,Divorciado,Educação,11
32,1991-07-26,Pernambuco,5120.44,Ensino Médio,0,Casado,Saúde,5
25,1998-05-07,Paraná,3936.55,Ensino Fundamental,1,Casado,Saúde,4
21,2002-11-04,Paraná,10330.19,Pós-graduação,1,Casado,Educação,2
28,1995-11-19,Goiás,6966.17,Ensino Médio,1,Solteiro,Indústria,5
43,1980-12-03,Rio Grande do Sul,11175.95,Ensino Superior,3,Divorciado,Comércio,23
26,1998-02-19,Mato Grosso,2446.7,Ensino Fundamental,1,Casado,Educação,5
56,1967-07-23,Bahia,8603.68,Ensino Médio,0,Casado,Tecnologia,28
37,1986-07-02,Acre,7813.74,Ensino Médio,1,Solteiro,Saúde,8
54,1969-12-24,Alagoas,12008.1,Ensino Médio,0,Casado,Saúde,30
37,1986-06-25,Sergipe,7817.2,Ensino Médio,1,Casado,Tecnologia,14
57,1966-07-29,São Paulo,12508.87,Ensino Superior,3,Casado,Educação,32
38,1985-04-14,Paraná,7536.61,Ensino Superior,0,Casado,Educação,19
41,1982-08-16,Distrito Federal,3948.23,Ensino Fundamental,0,Solteiro,Educação,13
23,2000-10-23,Goiás,4159.64,Ensino Fundamental,0,Casado,Indústria,3
59,1964-07-10,Paraná,9565.35,Ensino Médio,0,Casado,Tecnologia,30
46,1977-10-14,Amazonas,3792.57,Ensino Médio,0,Casado,Educação,3
32,1991-10-11,São Paulo,9045.54,Ensino Superior,1,Casado,Comércio,2
72,1951-07-24,Pará,20322.63,Ensino Superior,1,Casado,Saúde,39
33,1990-10-25,Bahia,5448.73,Ensino Médio,2,Solteiro,Educação,15
59,1964-07-03,Pernambuco,13608.22,Ensino Superior,0,Solteiro,Comércio,35
29,1994-07-03,Amazonas,3974.73,Ensino Médio,1,Casado,Indústria,7
46,1978-02-03,Goiás,18581.08,Ensino Superior,0,Solteiro,Saúde,27
42,1981-05-04,Rio Grande do Norte,6613.37,Ensino Fundamental,0,Casado,Saúde,19
25,1998-12-19,São Paulo,4122.73,Ensino Médio,1,Casado,Comércio,2
82,1942-01-29,Rio de Janeiro,4545.73,Ensino Fundamental,1,Casado,Tecnologia,56
19,2004-05-03,Roraima,3477.12,Ensino Superior,1,Casado,Educação,0
47,1976-05-19,Mato Grosso,10135.81,Ensino Médio,1,Casado,Comércio,24
54,1969-06-27,Ceará,16445.93,Ensino Superior,0,Casado,Indústria,23
23,2000-09-28,Rondônia,3496.54,Ensino Médio,0,Casado,Saúde,2
45,1979-01-20,Mato Grosso,7627.29,Ensino Médio,1,Casado,Indústria,6
18,2006-01-09,Distrito Federal,7953.77,Ensino Médio,0,Casado,Tecnologia,0
52,1971-05-18,Paraná,4620.1,Ensino Fundamental,2,Solteiro,Educação,34
24,1999-09-29,Amazonas,3528.28,Ensino Médio,3,Casado,Comércio,4
24,2000-01-27,Piauí,5057.44,Ensino Médio,0,Casado,Indústria,3
53,1970-08-09,Goiás,15939.37,Pós-graduação,1,Casado,Tecnologia,8
47,1977-03-30,Sergipe,3968.26,Ensino Fundamental,0,Casado,Tecnologia,22
77,1947-04-07,Paraíba,4502.9,Ensino Médio,2,Solteiro,Saúde,14
64,1959-11-11,Mato Grosso,9693.82,Ensino Médio,1,Solteiro,Tecnologia,39
57,1966-07-18,Paraná,5647.54,Ensino Fundamental,0,Solteiro,Saúde,9
24,1999-07-10,Pernambuco,6235.61,Ensino Superior,1,Casado,Saúde,3
59,1964-06-23,Mato Grosso do Sul,6624.95,Ensino Médio,1,Solteiro,Comércio,9
60,1963-06-18,Roraima,5311.32,Ensino Médio,3,Casado,Comércio,16
50,1974-01-27,São Paulo,20878.3,Ensino Superior,1,Solteiro,Tecnologia,26
57,1966-05-01,Tocantins,7733.61,Ensino Médio,1,Casado,Saúde,31
26,1997-05-17,Roraima,8733.15,Ensino Superior,0,Solteiro,Tecnologia,5
32,1992-01-21,São Paulo,4038.98,Ensino Médio,3,Casado,Saúde,10
19,2004-09-07,Goiás,6195.5,Ensino Superior,0,Divorciado,Tecnologia,1
18,2005-10-24,Goiás,8586.89,Pós-graduação,0,Casado,Educação,0
54,1969-09-02,Sergipe,11358.91,Ensino Superior,0,Casado,Comércio,24
49,1974-12-12,Paraíba,5783.06,Ensino Superior,0,Solteiro,Comércio,1
65,1958-07-19,Mato Grosso do Sul,14797.65,Pós-graduação,0,Solteiro,Comércio,8
55,1968-12-19,Amazonas,11319.33,Ensino Superior,1,Casado,Indústria,37
29,1995-02-22,Minas Gerais,4043.28,Ensino Fundamental,0,Casado,Indústria,5
56,1967-11-08,Espírito Santo,6496.34,Ensino Superior,1,Solteiro,Educação,34
33,1990-12-24,Tocantins,3756.43,Ensino Médio,0,Casado,Educação,14
46,1977-05-19,Amazonas,4733.64,Ensino Fundamental,0,Solteiro,Tecnologia,24
31,1992-10-07,Roraima,6936.72,Ensino Médio,1,Casado,Tecnologia,3
65,1959-03-05,Amapá,5745.93,Ensino Médio,1,Casado,Educação,12
41,1982-12-04,Pernambuco,20271.15,Pós-graduação,1,Casado,Saúde,23
62,1962-01-11,Minas Gerais,6497.56,Ensino Médio,0,Viúvo,Comércio,11
23,2000-12-27,Sergipe,6375.04,Ensino Médio,2,Divorciado,Comércio,2
35,1988-09-25,Mato Grosso do Sul,4741.46,Ensino Fundamental,0,Casado,Educação,15
31,1992-05-28,Pará,5781.64,Ensino Fundamental,0,Casado,Tecnologia,8
27,1996-07-26,Rio de Janeiro,2873.85,Ensino Fundamental,0,Casado,Educação,5
51,1973-01-21,Espírito Santo,12017.32,Ensino Médio,0,Solteiro,Indústria,32
61,1962-07-22,Distrito Federal,12762.73,Ensino Médio,0,Casado,Educação,39
65,1958-10-25,Pernambuco,6254.84,Ensino Médio,0,Solteiro,Comércio,30
20,2004-02-02,Goiás,4137.65,Ensino Médio,0,Solteiro,Educação,1
18,2006-01-05,Mato Grosso,8859.41,Ensino Superior,1,Solteiro,Tecnologia,0
49,1975-01-03,Alagoas,6939.61,Ensino Médio,3,Viúvo,Tecnologia,7
18,2005-06-12,Rio de Janeiro,6023.67,Ensino Médio,1,Casado,Comércio,0
43,1980-10-23,Piauí,6677.24,Ensino Médio,1,Casado,Saúde,25
46,1977-09-16,Pernambuco,7704.11,Ensino Médio,3,Casado,Tecnologia,10
38,1985-08-10,Rio Grande do Sul,3340.6,Ensino Médio,1,Casado,Educação,13
53,1971-02-14,Amapá,5853.17,Ensino Fundamental,3,Casado,Indústria,15
38,1985-06-03,Rio Grande do Sul,4518.2,Ensino Fundamental,1,Casado,Educação,13
44,1979-08-21,Acre,5090.38,Ensino Médio,0,Solteiro,Educação,15
28,1995-11-23,Distrito Federal,3007.7,Ensino Médio,1,Solteiro,Indústria,10
26,1997-07-16,Rondônia,7029.25,Ensino Médio,1,Casado,Saúde,7
26,1998-01-15,Rio Grande do Norte,8358.36,Ensino Superior,2,Casado,Indústria,2
35,1988-09-02,Ceará,11962.11,Ensino Superior,3,Casado,Saúde,5
26,1997-12-07,Maranhão,4188.38,Ensino Superior,2,Casado,Indústria,2
27,1996-11-12,Amapá,2998.84,Ensino Médio,0,Solteiro,Indústria,2
54,1969-07-13,Bahia,9078.37,Ensino Médio,2,Divorciado,Educação,36
43,1980-10-25,Mato Grosso,4130.63,Ensino Médio,0,Solteiro,Indústria,3
39,1984-10-14,Rio de Janeiro,5788.83,Ensino Médio,1,Casado,Indústria,7
20,2003-04-20,Rio de Janeiro,2580.89,Ensino Fundamental,0,Casado,Tecnologia,0
28,1995-12-06,Alagoas,5797.8,Ensino Médio,1,Casado,Indústria,3
46,1977-06-09,Ceará,8975.83,Ensino Médio,3,Casado,Tecnologia,24
49,1974-07-20,Rio de Janeiro,5347.72,Ensino Médio,0,Casado,Comércio,11
31,1992-07-30,Distrito Federal,5760.45,Ensino Médio,0,Casado,Indústria,2
41,1982-07-06,Santa Catarina,7468.27,Ensino Médio,1,Casado,Tecnologia,2
21,2002-05-09,Pará,10384.28,Ensino Superior,0,Divorciado,Tecnologia,2
35,1988-10-20,Rio Grande do Sul,13976.59,Ensino Superior,2,Casado,Saúde,13
23,2000-12-25,Pará,6765.29,Ensino Médio,3,Casado,Tecnologia,1
64,1959-08-01,Espírito Santo,8627.29,Ensino Médio,1,Divorciado,Indústria,8
24,1999-07-17,Rondônia,4656.72,Ensino Superior,2,Divorciado,Indústria,1
86,1937-05-04,Pará,3287.72,Ensino Médio,3,Casado,Comércio,47
53,1970-04-23,Alagoas,3142.49,Ensino Fundamental,2,Casado,Comércio,27
32,1992-03-07,Acre,5355.19,Ensino Médio,0,Casado,Saúde,0
50,1973-12-21,Goiás,8698.88,Ensino Médio,0,Casado,Educação,30
25,1998-10-05,Maranhão,5262.53,Ensino Médio,0,Solteiro,Educação,4
46,1977-11-24,Minas Gerais,4857.21,Ensino Médio,1,Casado,Indústria,27
59,1964-10-19,Distrito Federal,11725.02,Ensino Médio,5,Casado,Educação,29
23,2000-05-24,Sergipe,12930.49,Pós-graduação,3,Solteiro,Tecnologia,5
18,2005-09-12,Piauí,4559.56,Ensino Médio,0,Casado,Saúde,0
60,1964-02-15,Paraná,20762.58,Ensino Superior,0,Viúvo,Tecnologia,30
50,1974-01-14,Rondônia,8697.84,Ensino Médio,0,Casado,Saúde,26
49,1974-08-23,Acre,9124.9,Ensino Fundamental,2,Casado,Tecnologia,29
18,2005-05-03,Paraná,3835.25,Ensino Fundamental,0,Casado,Tecnologia,0
41,1983-01-24,Piauí,5402.88,Ensino Médio,1,Casado,Indústria,19
40,1984-03-20,Minas Gerais,3113.21,Ensino Médio,2,Casado,Comércio,8
47,1976-09-27,Bahia,4107.17,Ensino Fundamental,0,Casado,Educação,15
26,1997-10-04,Paraíba,10687.25,Pós-graduação,2,Casado,Educação,1
49,1975-03-07,Pará,6937.27,Ensino Médio,1,Casado,Comércio,5
27,1996-05-13,Mato Grosso,2009.72,Ensino Fundamental,0,Solteiro,Indústria,6
62,1961-12-21,Amazonas,8706.64,Ensino Médio,1,Casado,Educação,41
39,1985-01-30,Amapá,6368.35,Ensino Médio,0,Casado,Educação,17
58,1965-09-25,Amazonas,22096.26,Ensino Superior,0,Solteiro,Tecnologia,24
46,1977-06-18,Mato Grosso do Sul,4339.18,Ensino Médio,0,Casado,Indústria,17
31,1993-01-07,Distrito Federal,4780.58,Ensino Médio,0,Casado,Comércio,4
27,1996-09-05,Goiás,5920.32,Pós-graduação,0,Solteiro,Indústria,7
46,1977-10-29,Mato Grosso do Sul,5986.26,Ensino Superior,0,Casado,Saúde,17
50,1973-12-27,Amapá,6985.7,Ensino Fundamental,0,Casado,Saúde,32
32,1992-03-01,Amazonas,3204.18,Ensino Médio,1,Casado,Comércio,8
19,2004-12-04,São Paulo,4434.43,Ensino Superior,0,Casado,Comércio,0
28,1995-11-12,Distrito Federal,4551.59,Ensino Superior,5,Casado,Indústria,8
26,1997-12-01,Minas Gerais,1973.49,Ensino Fundamental,1,Casado,Comércio,2
20,2003-04-29,Tocantins,4699.0,Ensino Superior,0,Casado,Comércio,0
37,1986-11-10,Mato Grosso,3186.17,Ensino Fundamental,0,Casado,Indústria,12
19,2004-10-31,Rio de Janeiro,4498.48,Ensino Médio,1,Casado,Tecnologia,0
42,1981-09-08,Ceará,10864.79,Ensino Superior,0,Solteiro,Saúde,6
40,1984-02-18,Espírito Santo,1957.0,Ensino Fundamental,1,Divorciado,Indústria,4
22,2001-11-15,Pará,2553.2,Ensino Fundamental,1,Solteiro,Saúde,3
29,1994-04-30,Amazonas,4571.17,Ensino Fundamental,0,Casado,Indústria,10
39,1984-11-06,Bahia,6750.38,Ensino Médio,1,Solteiro,Comércio,16
36,1988-02-06,Mato Grosso,10371.68,Ensino Médio,1,Solteiro,Tecnologia,16
40,1984-02-24,Bahia,4414.59,Ensino Médio,0,Casado,Comércio,17
45,1978-07-20,Mato Grosso,3978.18,Ensino Médio,0,Casado,Indústria,3
19,2004-07-30,Amapá,7285.73,Ensino Médio,2,Solteiro,Tecnologia,0
41,1983-04-11,Bahia,10163.0,Ensino Superior,1,Casado,Tecnologia,7
63,1960-10-18,Espírito Santo,11741.12,Ensino Médio,0,Solteiro,Comércio,32
47,1976-09-10,Santa Catarina,7616.23,Ensino Médio,2,Casado,Tecnologia,6
40,1983-04-18,Ceará,7245.02,Ensino Médio,2,Casado,Indústria,13
44,1979-06-28,Pará,3956.77,Ensino Médio,2,Casado,Saúde,2
24,2000-03-28,São Paulo,2818.05,Ensino Médio,0,Solteiro,Educação,4
21,2003-03-19,Distrito Federal,6994.27,Ensino Médio,0,Solteiro,Tecnologia,0
37,1986-07-05,Paraíba,3241.98,Ensino Fundamental,0,Casado,Tecnologia,1
33,1990-05-08,Amazonas,3192.26,Ensino Médio,0,Casado,Comércio,0
36,1987-07-01,Mato Grosso do Sul,9277.31,Ensino Médio,0,Solteiro,Tecnologia,4
22,2001-05-09,Pará,8239.3,Ensino Superior,2,Casado,Educação,1
48,1975-08-06,Ceará,12471.76,Ensino Superior,0,Divorciado,Comércio,13
74,1949-05-03,Santa Catarina,3506.57,Ensino Médio,2,Viúvo,Tecnologia,34
65,1958-07-19,Piauí,5649.26,Ensino Fundamental,1,Casado,Comércio,18
25,1998-08-04,Alagoas,8079.79,Ensino Superior,0,Solteiro,Indústria,6
46,1978-04-07,Alagoas,7339.78,Ensino Médio,0,Divorciado,Comércio,7
38,1985-09-28,Espírito Santo,9897.9,Ensino Médio,0,Solteiro,Tecnologia,12
20,2003-07-26,Amazonas,6414.9,Ensino Médio,0,Solteiro,Indústria,1
42,1982-03-28,Maranhão,2661.92,Ensino Fundamental,3,Casado,Comércio,22
22,2001-12-19,Amapá,3146.01,Ensino Médio,4,Casado,Tecnologia,0
22,2001-12-29,Alagoas,11097.81,Ensino Superior,1,Casado,Tecnologia,2
65,1958-08-13,Goiás,4881.42,Ensino Médio,2,Casado,Educação,41
61,1962-07-18,Goiás,10722.58,Ensino Médio,1,Solteiro,Indústria,14
63,1960-12-31,Amazonas,5186.99,Ensino Fundamental,1,Casado,Tecnologia,37
53,1971-01-07,Bahia,5582.76,Ensino Fundamental,1,Solteiro,Indústria,28
29,1994-07-24,Amapá,7037.34,Ensino Médio,1,Divorciado,Indústria,10
44,1979-12-07,Mato Grosso do Sul,9613.11,Ensino Médio,2,Casado,Comércio,16
33,1990-09-15,Pernambuco,10611.48,Ensino Médio,0,Solteiro,Tecnologia,11
27,1996-12-26,São Paulo,3466.91,Ensino Fundamental,2,Casado,Indústria,4
27,1996-08-30,Rio de Janeiro,2612.97,Ensino Fundamental,1,Casado,Saúde,1
41,1983-01-02,Alagoas,6206.35,Ensino Superior,0,Casado,Comércio,8
50,1974-03-31,Amazonas,8217.12,Ensino Superior,3,Casado,Educação,19
41,1983-02-14,Paraná,8840.11,Ensino Superior,0,Casado,Comércio,10
74,1949-09-22,Paraná,6799.3,Ensino Médio,0,Casado,Educação,9
54,1970-01-25,Mato Grosso do Sul,6167.77,Ensino Médio,1,Solteiro,Saúde,23
46,1977-10-03,Mato Grosso do Sul,8703.42,Ensino Superior,0,Casado,Educação,14
37,1986-07-16,Santa Catarina,3441.67,Ensino Fundamental,3,Casado,Saúde,0
57,1966-11-26,Mato Grosso,8801.28,Ensino Superior,0,Divorciado,Saúde,33
41,1982-09-27,Amazonas,7569.54,Ensino Médio,3,Casado,Comércio,14
56,1967-09-09,Distrito Federal,10987.69,Ensino Médio,0,Casado,Saúde,19
29,1994-10-05,Paraná,3389.73,Ensino Fundamental,1,Solteiro,Comércio,4
43,1980-06-18,Rondônia,3091.05,Ensino Médio,0,Solteiro,Comércio,11
26,1997-11-01,Maranhão,7010.71,Ensino Médio,0,Casado,Saúde,7
44,1979-08-24,Paraná,7127.92,Ensino Médio,0,Solteiro,Educação,22
19,2004-05-09,Maranhão,3633.32,Ensino Fundamental,0,Solteiro,Comércio,1
23,2001-03-05,Piauí,5233.03,Pós-graduação,3,Casado,Educação,1
22,2001-12-15,Tocantins,11292.48,Pós-graduação,1,Solteiro,Saúde,1
29,1994-09-15,Pará,2657.46,Ensino Médio,3,Casado,Comércio,0
20,2003-06-06,Pernambuco,5214.48,Pós-graduação,0,Casado,Comércio,1
39,1984-05-03,Bahia,7188.52,Ensino Médio,0,Solteiro,Educação,16
25,1998-05-05,Rondônia,3203.69,Ensino Médio,1,Casado,Comércio,0
19,2004-08-03,Paraná,7731.75,Ensino Superior,1,Casado,Tecnologia,1
48,1975-10-01,Bahia,3250.18,Ensino Médio,0,Casado,Indústria,2
41,1982-12-01,Amapá,5787.46,Ensino Médio,0,Divorciado,Comércio,3
52,1972-03-06,Acre,9072.24,Ensino Médio,1,Casado,Tecnologia,4
35,1989-02-08,São Paulo,11571.57,Ensino Superior,2,Casado,Saúde,17
52,1971-08-19,Amapá,8770.57,Ensino Médio,0,Casado,Saúde,4
31,1993-03-30,Rio Grande do Norte,3546.82,Ensino Médio,1,Solteiro,Comércio,9
26,1998-01-18,Rondônia,3904.31,Ensino Fundamental,1,Casado,Comércio,1
46,1978-03-04,Amapá,12364.95,Ensino Médio,2,Casado,Saúde,23
20,2003-10-24,São Paulo,3580.48,Ensino Médio,4,Casado,Comércio,2
26,1998-02-03,Rio de Janeiro,7347.8,Ensino Superior,1,Solteiro,Comércio,8
62,1962-03-05,Distrito Federal,6324.89,Ensino Fundamental,0,Solteiro,Saúde,38
43,1980-11-22,Santa Catarina,14175.44,Ensino Superior,4,Casado,Indústria,19
52,1972-04-02,Piauí,5319.41,Ensino Médio,0,Casado,Comércio,19
27,1997-02-09,Pará,4358.61,Ensino Superior,1,Divorciado,Saúde,3
22,2001-09-16,Espírito Santo,2367.17,Ensino Médio,0,Viúvo,Comércio,1
39,1985-01-23,Goiás,1959.1,Ensino Fundamental,0,Solteiro,Educação,10
21,2003-02-27,Santa Catarina,2367.28,Ensino Fundamental,0,Casado,Saúde,2
23,2000-04-16,Maranhão,7301.03,Ensino Médio,2,Casado,Saúde,4
39,1984-07-21,Ceará,6417.59,Ensino Médio,1,Solteiro,Indústria,18
34,1989-08-12,Paraná,5436.44,Ensino Superior,0,Casado,Indústria,15
33,1991-02-23,Roraima,4513.33,Ensino Médio,1,Casado,Indústria,10
18,2006-01-05,Amapá,13897.43,Pós-graduação,1,Casado,Tecnologia,0
42,1981-05-21,Mato Grosso do Sul,4281.32,Ensino Médio,1,Solteiro,Comércio,8
39,1985-03-16,Alagoas,7541.95,Ensino Superior,3,Solteiro,Saúde,12
48,1975-07-27,Acre,7423.27,Ensino Médio,1,Casado,Indústria,5
40,1983-07-24,São Paulo,4323.48,Ensino Médio,0,Solteiro,Tecnologia,11
28,1995-07-17,Distrito Federal,7089.27,Ensino Médio,0,Casado,Indústria,9
71,1952-10-07,Goiás,5815.36,Ensino Superior,1,Solteiro,Indústria,34
18,2005-12-30,Goiás,4859.82,Ensino Médio,1,Casado,Educação,0
58,1965-11-13,Roraima,3793.71,Ensino Fundamental,3,Casado,Comércio,25
39,1984-08-13,Acre,7388.29,Ensino Superior,2,Casado,Saúde,21
