idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia,idadeMinMaxScaler,salarioMinMaxScaler,idadeMinMaxScaler_mm,salarioMinMaxScaler_mm,idadeStandardScaler,salarioStandardScaler,idadeRobustScaler,salarioRobustScaler,estado_civil_Casado,estado_civil_Divorciado,estado_civil_Solteiro,estado_civil_Viúvo,nivel_educacao_cod,area_atuacao_cod,estado_cod,salario_log,salario_boxcox,estado_freq,idade_filhos_interac,idade_anos_experiencia_interac
20,2003-06-29,Paraíba,8134.66,Ensino Superior,1,Casado,Saúde,0,0.0273972602739726,0.2387951253615384,-0.9452054794520548,-0.5224097492769231,-1.2994679834823737,0.391801251148318,-0.782608695652174,0.4915596656589008,True,False,False,False,3,3,14,9.004012147277999,9.601103113475336,0.03766369220071851,20,0
29,1995-01-18,Pernambuco,3116.72,Ensino Fundamental,1,Casado,Comércio,6,0.1506849315068493,0.061974606324739,-0.6986301369863014,-0.8760507873505219,-0.7150731033214787,-1.050989837966034,-0.391304347826087,-0.6983010255498252,True,False,False,False,1,0,16,8.044857244430771,8.519324095928427,0.03905435160505273,29,174
25,1998-07-17,Roraima,8983.5,Ensino Superior,1,Divorciado,Indústria,0,0.0958904109589041,0.2687062700502348,-0.8082191780821918,-0.4625874598995304,-0.9748041611707652,0.6358653069329282,-0.5652173913043478,0.6928377497184184,False,True,False,False,3,2,22,9.103256149366509,9.713873292271916,0.037200139065940434,25,0
33,1990-07-10,Roraima,9655.99,Ensino Superior,0,Solteiro,Tecnologia,9,0.2054794520547945,0.2924032514503825,-0.589041095890411,-0.415193497099235,-0.455342045472192,0.8292240516605476,-0.217391304347826,0.8522994842610705,False,False,True,False,3,4,22,9.175437284448105,9.795991417341773,0.037200139065940434,0,297
39,1984-05-22,Rio de Janeiro,4017.78,Ensino Médio,1,Solteiro,Educação,0,0.2876712328767122,0.093725862195335,-0.4246575342465755,-0.8125482756093299,-0.0657454586982619,-0.7919111445664758,0.0434782608695652,-0.4846404647578398,False,False,True,False,2,1,20,8.298733652965842,8.804234120189601,0.03592536794530073,39,0
29,1994-05-08,Distrito Federal,9454.05,Ensino Superior,1,Casado,Comércio,1,0.1506849315068493,0.2852873561598267,-0.6986301369863014,-0.4294252876803466,-0.7150731033214787,0.7711609356137729,-0.391304347826087,0.8044151994783328,True,False,False,False,3,0,6,9.154304269285873,9.771940413770894,0.0363889210800788,29,29
18,2005-10-30,Amazonas,7592.24,Ensino Superior,1,Casado,Indústria,0,0.0,0.219681507834039,-1.0,-0.560636984331922,-1.429333512407017,0.2358410877032774,-0.8695652173913043,0.3629403047009306,True,False,False,False,3,2,3,8.935013656773766,9.52279369664509,0.039170239888747245,18,0
22,2001-06-18,Pernambuco,4900.86,Ensino Médio,0,Divorciado,Saúde,4,0.0547945205479452,0.1248435447405661,-0.8904109589041096,-0.7503129105188677,-1.1696024545577304,-0.5380021789401229,-0.6956521739130435,-0.2752433457822041,False,True,False,False,2,3,16,8.497370003908697,9.027864475306924,0.03905435160505273,0,88
27,1996-11-20,Tocantins,10418.44,Ensino Superior,3,Solteiro,Tecnologia,8,0.1232876712328767,0.3192702137376174,-0.7534246575342466,-0.3614595725247651,-0.844938632246122,1.0484486868485408,-0.4782608695652174,1.0330926551662811,False,False,True,False,3,4,26,9.251428571060858,9.88253466600338,0.0369683624985514,81,216
66,1957-12-06,Piauí,3862.52,Ensino Fundamental,1,Solteiro,Tecnologia,12,0.6575342465753424,0.0882548613890971,0.3150684931506848,-0.8234902772218057,1.687439181784423,-0.8365525202098464,1.2173913043478262,-0.5214559250696544,False,False,True,False,1,4,17,8.259333964013534,8.75995130555184,0.03743191563332947,66,792
40,1984-03-03,Minas Gerais,6373.3,Ensino Médio,0,Solteiro,Educação,18,0.3013698630136986,0.1767289010920859,-0.3972602739726028,-0.6465421978158283,-0.0008126942359403,-0.11463655255648,0.0869565217391304,0.0739036101725058,False,False,True,False,2,1,12,8.760029560076166,9.324538132269199,0.03673658593116236,0,720
44,1979-07-24,Ceará,2872.12,Ensino Fundamental,1,Casado,Educação,9,0.3561643835616438,0.053355471987461,-0.2876712328767123,-0.893289056025078,0.2589183636133463,-1.12131883759484,0.2608695652173913,-0.7563009069891518,True,False,False,False,1,1,5,7.9631538262935875,8.427850234463422,0.04125622899524858,44,396
28,1996-03-01,Bahia,2171.4,Ensino Fundamental,0,Solteiro,Comércio,4,0.136986301369863,0.0286637311337509,-0.726027397260274,-0.9426725377324982,-0.7800058677838003,-1.3227944574635926,-0.4347826086956521,-0.9224565771533584,False,False,True,False,1,0,4,7.68358782616069,8.115649239888779,0.03592536794530073,0,112
39,1985-03-14,Rondônia,6179.85,Ensino Fundamental,0,Solteiro,Saúde,14,0.2876712328767122,0.1699121736286907,-0.4246575342465755,-0.6601756527426185,-0.0657454586982619,-0.1702585680028925,0.0434782608695652,0.0280324856245184,False,False,True,False,1,3,21,8.72921108144699,9.289671724139556,0.03569359137791169,0,546
29,1994-10-06,São Paulo,3960.32,Ensino Médio,2,Casado,Comércio,0,0.1506849315068493,0.0917011056171666,-0.6986301369863014,-0.8165977887656667,-0.7150731033214787,-0.8084324214212232,-0.391304347826087,-0.4982654573477977,True,False,False,False,2,0,25,8.284332582038648,8.788045351531164,0.0382431336191911,58,0
59,1965-01-29,Tocantins,10328.03,Ensino Médio,0,Viúvo,Educação,36,0.5616438356164383,0.3160843758985606,0.1232876712328765,-0.3678312482028788,1.2329098305481714,1.0224534094305509,0.9130434782608696,1.0116545141976407,False,False,False,True,2,1,26,9.242713656446215,9.872604907615893,0.0369683624985514,0,2124
61,1963-02-28,Mato Grosso,7785.37,Ensino Médio,4,Solteiro,Indústria,13,0.589041095890411,0.2264869592427001,0.1780821917808219,-0.5470260815145997,1.3627753594728147,0.2913710946464962,1.0,0.4087355504179263,False,False,True,False,2,2,10,8.960130048233188,9.55129056599114,0.03557770309421718,244,793
21,2002-09-15,Acre,4060.05,Ensino Médio,1,Casado,Comércio,0,0.0410958904109589,0.0952153585503503,-0.9178082191780822,-0.8095692828992993,-1.234535219020052,-0.779757396347712,-0.7391304347826086,-0.474617345426522,True,False,False,False,2,0,0,8.309196839848868,8.815998233702583,0.036620697647467844,21,0
38,1985-09-03,Alagoas,8307.84,Ensino Superior,2,Casado,Saúde,6,0.273972602739726,0.2448975852328787,-0.452054794520548,-0.5102048295342426,-0.1306782231605836,0.4415951029705446,0.0,0.5326243405062541,True,False,False,False,3,3,1,9.025075287251392,9.625023791940912,0.03279638428554873,76,228
18,2005-10-19,Pernambuco,3964.66,Ensino Fundamental,1,Solteiro,Tecnologia,0,0.0,0.0918540371094961,-1.0,-0.8162919257810077,-1.429333512407017,-0.8071845560966565,-0.8695652173913043,-0.4972363507024721,False,False,True,False,1,4,16,8.285427576710928,8.789276159377826,0.03905435160505273,18,0
34,1989-11-28,Amapá,4855.12,Ensino Fundamental,1,Casado,Comércio,9,0.2191780821917808,0.1232317736670293,-0.5616438356164384,-0.7535364526659414,-0.3904092810098703,-0.5511536443653952,-0.1739130434782608,-0.2860892761870888,True,False,False,False,1,0,2,8.487995044130875,9.017295782120765,0.0369683624985514,34,306
55,1968-12-30,Bahia,9371.34,Ensino Médio,1,Viúvo,Comércio,23,0.5068493150684931,0.282372848387806,0.0136986301369861,-0.4352543032243879,0.9731787726988846,0.7473796128038853,0.7391304347826086,0.7848028928804316,False,False,False,True,2,0,4,9.145518077245361,9.761943159446016,0.03592536794530073,55,1265
28,1995-09-28,Mato Grosso,5164.23,Ensino Superior,2,Casado,Indústria,6,0.136986301369863,0.1341240901633336,-0.726027397260274,-0.7317518196733328,-0.7800058677838003,-0.4622763055458522,-0.4347826086956521,-0.2127926966625171,True,False,False,False,3,2,10,8.549704911055994,9.086888994146207,0.03557770309421718,56,168
32,1991-09-30,Piauí,7018.92,Ensino Médio,0,Casado,Educação,12,0.1917808219178082,0.1994790462712906,-0.6164383561643836,-0.6010419074574189,-0.5202748099345137,0.07099635316858,-0.2608695652173913,0.2269938941253186,True,False,False,False,2,1,17,8.856507100943526,9.433785849087831,0.03743191563332947,0,384
49,1975-01-12,Pernambuco,16155.27,Ensino Superior,0,Casado,Educação,30,0.4246575342465754,0.5214227421109902,-0.1506849315068492,0.0428454842219803,0.5835821859249547,2.6979397536536216,0.4782608695652174,2.3934175114114646,True,False,False,False,3,1,16,9.6900634886011,10.383895435513178,0.03905435160505273,0,1470
30,1993-11-15,Rondônia,5256.98,Ensino Médio,0,Solteiro,Educação,4,0.1643835616438356,0.1373923841526326,-0.6712328767123288,-0.7252152316947347,-0.650140338859157,-0.4356082159482572,-0.3478260869565217,-0.1907996917422492,False,False,True,False,2,1,21,8.56750220155494,9.106971125302628,0.03569359137791169,0,120
29,1994-12-26,Ceará,5571.15,Ensino Médio,3,Casado,Educação,6,0.1506849315068493,0.1484630032644178,-0.6986301369863014,-0.7030739934711644,-0.7150731033214787,-0.3452759926719613,-0.391304347826087,-0.1163032782026203,True,False,False,False,2,1,5,8.625536254853216,9.172490721353537,0.04125622899524858,87,174
28,1995-11-18,Amazonas,3874.43,Ensino Médio,1,Casado,Indústria,2,0.136986301369863,0.088674542051227,-0.726027397260274,-0.8226509158975459,-0.7800058677838003,-0.8331280787316,-0.4347826086956521,-0.5186318098286798,True,False,False,False,2,2,3,8.262411903372918,8.763409832540342,0.039170239888747245,28,56
54,1969-12-27,Acre,8402.32,Ensino Médio,1,Casado,Educação,24,0.4931506849315068,0.2482268403930832,-0.0136986301369863,-0.5035463192138335,0.908246008236563,0.4687606135385314,0.6956521739130435,0.5550275653565712,True,False,False,False,2,1,0,9.036382144840642,9.637867531750906,0.036620697647467844,54,1296
59,1964-04-26,Piauí,6463.38,Ensino Médio,0,Solteiro,Indústria,9,0.5616438356164383,0.1799031104996983,0.1232876712328765,-0.6401937790006034,1.2329098305481714,-0.0887361589074087,0.9130434782608696,0.0952635010966862,False,False,True,False,2,2,17,8.774062385601749,9.340419159265068,0.03743191563332947,0,531
28,1996-02-25,Bahia,3544.74,Ensino Fundamental,0,Solteiro,Indústria,1,0.136986301369863,0.0770570342848444,-0.726027397260274,-0.8458859314303112,-0.7800058677838003,-0.927922714412798,-0.4347826086956521,-0.5968083466714091,False,False,True,False,1,2,4,8.173502161892943,8.663566871358178,0.03592536794530073,0,28
42,1982-04-05,Amazonas,10710.13,Ensino Superior,2,Casado,Indústria,21,0.3287671232876712,0.3295486900043411,-0.3424657534246575,-0.3409026199913176,0.129052834688703,1.1323173127754678,0.1739130434782608,1.1022585808287388,True,False,False,False,3,2,3,9.27903866674634,9.914001625242332,0.039170239888747245,84,882
61,1963-02-18,Alagoas,9013.42,Ensino Médio,0,Casado,Saúde,39,0.589041095890411,0.2697605811678609,0.1780821917808219,-0.4604788376642781,1.3627753594728147,0.644468101981554,1.0,0.699932420416148,True,False,False,False,2,3,1,9.106580796351938,9.717653797348374,0.03279638428554873,0,2379
38,1985-11-09,Acre,5611.24,Ensino Superior,0,Casado,Saúde,4,0.273972602739726,0.1498756814965579,-0.452054794520548,-0.7002486370068841,-0.1306782231605836,-0.3337490523812056,0.0,-0.1067970834074338,True,False,False,False,3,3,0,8.632705205810428,9.180588086422755,0.036620697647467844,0,152
91,1932-07-26,Amapá,8114.64,Ensino Médio,0,Casado,Saúde,29,1.0,0.2380896671872445,0.9999999999999998,-0.523820665625511,3.3107582933424644,0.3860449691672524,2.3043478260869565,0.486812496294979,True,False,False,False,2,3,2,9.00154834313589,9.5983055209405,0.0369683624985514,0,2639
35,1989-01-11,Amapá,7843.3,Ensino Médio,0,Casado,Tecnologia,3,0.2328767123287671,0.2285282775262591,-0.5342465753424658,-0.5429434449474818,-0.3254765165475486,0.3080275089903095,-0.1304347826086956,0.4224719900409034,True,False,False,False,2,4,2,8.967542432377847,9.559702532000731,0.0369683624985514,0,105
49,1974-09-05,Mato Grosso,5582.92,Ensino Médio,1,Solteiro,Comércio,1,0.4246575342465754,0.1488777506526016,-0.1506849315068492,-0.7022444986947967,0.5835821859249547,-0.3418918049138621,0.4782608695652174,-0.1135123599502045,False,False,True,False,2,0,10,8.627646317692017,9.174873962543643,0.03557770309421718,49,49
34,1989-12-17,Roraima,4763.45,Ensino Médio,3,Solteiro,Comércio,11,0.2191780821917808,0.1200015363624574,-0.5616438356164384,-0.759996927275085,-0.3904092810098703,-0.5775112052647109,-0.1739130434782608,-0.3078261900527596,False,False,True,False,2,0,22,8.46893738445256,8.995815780324785,0.037200139065940434,102,374
25,1999-02-10,Espírito Santo,1806.93,Ensino Fundamental,1,Solteiro,Comércio,3,0.0958904109589041,0.0158206571684698,-0.8082191780821918,-0.9683586856630604,-0.9748041611707652,-1.427589267335673,-0.5652173913043478,-1.0088801944395045,False,False,True,False,1,0,7,7.499937823388447,7.911230278731139,0.03430293197357747,25,75
33,1990-11-13,Bahia,6739.25,Ensino Médio,0,Casado,Saúde,6,0.2054794520547945,0.1896241268105115,-0.589041095890411,-0.620751746378977,-0.455342045472192,-0.0094162033571279,-0.217391304347826,0.1606781670519888,True,False,False,False,2,3,4,8.815852295206593,9.387731666722503,0.03592536794530073,0,198
21,2002-10-02,Santa Catarina,3558.54,Ensino Fundamental,1,Casado,Educação,1,0.0410958904109589,0.0775433141452468,-0.9178082191780822,-0.8449133717095063,-1.234535219020052,-0.9239548477125628,-0.7391304347826086,-0.5935360720848895,True,False,False,False,1,1,23,8.177386602014149,8.667926363981303,0.03523003824313362,21,21
29,1994-11-16,Rondônia,6957.75,Ensino Médio,0,Divorciado,Educação,8,0.1506849315068493,0.1973235579335501,-0.6986301369863014,-0.6053528841328997,-0.7150731033214787,0.0534083527299288,-0.391304347826087,0.2124891813385499,False,True,False,False,2,1,21,8.847755139497718,9.423869305092259,0.03569359137791169,0,232
28,1995-06-17,Rio Grande do Norte,5829.29,Ensino Médio,0,Solteiro,Tecnologia,4,0.136986301369863,0.1575592556676269,-0.726027397260274,-0.6848814886647461,-0.7800058677838003,-0.2710538832517651,-0.4347826086956521,-0.0550927737269548,False,False,True,False,2,4,18,8.67082202081753,9.223654975198778,0.037316027349634955,0,112
32,1991-06-25,Piauí,8674.0,Ensino Superior,1,Viúvo,Saúde,11,0.1917808219178082,0.2578002108622235,-0.6164383561643836,-0.484399578275553,-0.5202748099345137,0.5468758327501178,-0.2608695652173913,0.6194486928685755,False,False,False,True,3,3,17,9.06820060481506,9.674021909711795,0.03743191563332947,32,352
63,1961-03-20,Distrito Federal,6273.51,Ensino Fundamental,0,Solteiro,Saúde,21,0.6164383561643835,0.1732125338986395,0.2328767123287669,-0.6535749322027209,1.492640888397458,-0.1433288292243399,1.0869565217391304,0.0502412709704191,False,False,True,False,1,3,6,8.744250673301583,9.30668483402459,0.0363889210800788,0,1323
24,2000-04-05,Sergipe,9285.31,Ensino Médio,0,Solteiro,Tecnologia,6,0.0821917808219178,0.2793413515479203,-0.8356164383561644,-0.4413172969041593,-1.039736925633087,0.7226437017733611,-0.6086956521739131,0.7644033434109905,False,False,True,False,2,4,24,9.136296551610844,9.751451899640324,0.034766485108355547,0,144
72,1951-12-27,Acre,7096.51,Ensino Fundamental,0,Solteiro,Tecnologia,17,0.7397260273972602,0.2022131371675677,0.4794520547945204,-0.5955737256648644,2.077035768558353,0.093305539927366,1.4782608695652173,0.2453921394273519,False,False,True,False,1,4,0,8.867499297292946,9.446242460909385,0.036620697647467844,0,1224
42,1981-09-15,Minas Gerais,3535.14,Ensino Fundamental,0,Casado,Indústria,0,0.3287671232876712,0.0767187526428253,-0.3424657534246575,-0.8465624947143494,0.129052834688703,-0.9306829695086136,0.1739130434782608,-0.599084711601162,True,False,False,False,1,2,12,8.170791015733942,8.660524303767556,0.03673658593116236,0,0
47,1976-06-13,Piauí,8002.73,Ensino Superior,1,Viúvo,Comércio,22,0.3972602739726026,0.234146219420749,-0.2054794520547946,-0.5317075611585019,0.4537166570003113,0.3538678704409248,0.391304347826087,0.4602762463690792,False,False,False,True,3,0,17,8.987662962001215,9.582540811059065,0.03743191563332947,47,1034
57,1966-07-01,Acre,15462.86,Ensino Superior,3,Solteiro,Saúde,28,0.5342465753424658,0.4970238263036528,0.0684931506849315,-0.0059523473926943,1.103044301623528,2.4988534796021846,0.8260869565217391,2.229232319639576,False,False,True,False,3,3,0,9.646260967562137,10.33368944530533,0.036620697647467844,171,1596
42,1982-04-01,Rio Grande do Norte,10827.64,Ensino Superior,1,Casado,Tecnologia,19,0.3287671232876712,0.3336894687286811,-0.3424657534246575,-0.3326210625426377,0.129052834688703,1.1661045603076876,0.1739130434782608,1.1301227102969944,True,False,False,False,3,4,18,9.289949755008927,9.926440267604692,0.037316027349634955,42,798
24,1999-05-04,Mato Grosso,9792.53,Ensino Superior,3,Solteiro,Tecnologia,2,0.0821917808219178,0.2972146030546832,-0.8356164383561644,-0.4055707938906335,-1.039736925633087,0.8684829298670775,-0.6086956521739131,0.8846760329598673,False,False,True,False,3,4,10,9.189477242546348,9.811973940300724,0.03557770309421718,72,48
38,1986-01-02,Paraíba,3605.82,Ensino Médio,0,Divorciado,Indústria,15,0.273972602739726,0.0792093512321908,-0.452054794520548,-0.8415812975356183,-0.1306782231605836,-0.91036059136567,0.0,-0.5823249748058569,False,True,False,False,2,2,14,8.190581776691891,8.68273704406135,0.03766369220071851,0,570
29,1995-01-29,Pernambuco,7008.35,Ensino Superior,1,Casado,Educação,8,0.1506849315068493,0.1991065840883591,-0.6986301369863014,-0.6017868318232817,-0.7150731033214787,0.0679571972974579,-0.391304347826087,0.2244875214891221,True,False,False,False,3,1,16,8.855000251050408,9.432078402443898,0.03905435160505273,29,232
58,1965-05-22,Sergipe,3001.3,Ensino Fundamental,1,Casado,Saúde,2,0.547945205479452,0.0579074743328804,0.095890410958904,-0.8841850513342392,1.1679770660858495,-1.0841761549617688,0.8695652173913043,-0.7256695714031656,True,False,False,False,1,3,24,8.007133940578148,8.477076571360184,0.034766485108355547,58,116
46,1977-11-19,Espírito Santo,5450.15,Ensino Superior,1,Casado,Indústria,4,0.3835616438356164,0.1441992450681355,-0.2328767123287671,-0.7116015098637289,0.3887838925379897,-0.3800667079421392,0.3478260869565217,-0.1449949611713795,True,False,False,False,3,2,7,8.603581874572297,9.147698237120272,0.03430293197357747,46,184
45,1978-12-06,Rondônia,14566.39,Ensino Superior,0,Casado,Indústria,15,0.3698630136986301,0.4654343113431471,-0.2602739726027396,-0.0691313773137056,0.323851128075668,2.241094533170313,0.3043478260869565,2.016660145829628,True,False,False,False,3,2,21,9.586540747933288,10.265288739119345,0.03569359137791169,0,675
30,1993-09-17,Maranhão,6193.88,Ensino Superior,1,Casado,Tecnologia,3,0.1643835616438356,0.1704065581534332,-0.6712328767123288,-0.6591868836931335,-0.650140338859157,-0.1662245701909868,-0.3478260869565217,0.0313592981208133,True,False,False,False,3,4,9,8.731478423415584,9.29223635900416,0.0363889210800788,30,90
34,1989-12-08,Rondônia,3491.65,Ensino Médio,0,Casado,Comércio,7,0.2191780821917808,0.0751862663291367,-0.5616438356164384,-0.8496274673417266,-0.3904092810098703,-0.943187500145804,-0.1739130434782608,-0.6093971189756358,True,False,False,False,2,0,21,8.158416039385635,8.64663803872879,0.03569359137791169,0,238
19,2004-10-18,Ceará,6360.02,Ensino Médio,3,Casado,Tecnologia,1,0.0136986301369863,0.1762609448206261,-0.9726027397260274,-0.6474781103587477,-1.3644007479446951,-0.1184549054390251,-0.8260869565217391,0.0707546386863478,True,False,False,False,2,4,5,8.757944020833584,9.322178184294534,0.04125622899524858,57,19
18,2005-06-17,Tocantins,5498.72,Ensino Médio,3,Casado,Tecnologia,0,0.0,0.1459107387507259,-1.0,-0.7081785224985482,-1.429333512407017,-0.3661015423167462,-0.8695652173913043,-0.1334779773549113,True,False,False,False,2,4,26,8.612452460833742,9.157714623979594,0.0369683624985514,54,0
22,2001-10-18,Distrito Federal,6440.33,Ensino Médio,0,Casado,Tecnologia,0,0.0547945205479452,0.179090882182142,-0.8904109589041096,-0.6418182356357158,-1.1696024545577304,-0.0953636464030914,-0.6956521739130435,0.0897978540518109,True,False,False,False,2,4,6,8.77049031951485,9.33637633372976,0.0363889210800788,0,0
34,1989-07-15,Paraíba,8801.14,Ensino Médio,0,Solteiro,Tecnologia,12,0.2191780821917808,0.2622803283587138,-0.5616438356164384,-0.4754393432825724,-0.3904092810098703,0.5834319611753277,-0.1739130434782608,0.6495963009069889,False,False,True,False,2,4,14,9.082750152720575,9.690559541928788,0.03766369220071851,0,408
32,1992-01-02,Tocantins,8071.59,Ensino Superior,2,Casado,Educação,4,0.1917808219178082,0.2365726854488151,-0.6164383561643836,-0.5268546291023697,-0.5202748099345137,0.3736669502219535,-0.2608695652173913,0.4766044223131187,True,False,False,False,3,1,26,8.996229651532808,9.592266601459999,0.0369683624985514,64,128
61,1962-05-17,Espírito Santo,3342.2,Ensino Fundamental,1,Casado,Indústria,6,0.589041095890411,0.0699199963916624,0.1780821917808219,-0.8601600072166751,1.3627753594728147,-0.9861583464030612,1.0,-0.6448349042622563,True,False,False,False,1,2,7,8.114683711133706,8.59758434258829,0.03430293197357747,61,366
39,1984-07-08,Roraima,4208.31,Ensino Médio,1,Casado,Comércio,18,0.2876712328767122,0.1004396956592827,-0.4246575342465755,-0.7991206086814346,-0.0657454586982619,-0.7371287067117073,0.0434782608695652,-0.4394617345426521,True,False,False,False,2,0,22,8.345054017757159,8.856326846505517,0.037200139065940434,39,702
18,2006-02-05,Espírito Santo,5900.37,Ensino Superior,1,Casado,Indústria,0,0.0,0.16006394932541,-1.0,-0.67987210134918,-1.429333512407017,-0.2506164944798292,-0.8695652173913043,-0.0382381883929101,True,False,False,False,3,2,7,8.682939806328607,9.237351301538753,0.03430293197357747,18,0
32,1991-08-16,Alagoas,4495.14,Ensino Fundamental,0,Solteiro,Saúde,6,0.1917808219178082,0.1105469168447343,-0.6164383561643836,-0.7789061663105312,-0.5202748099345137,-0.6546574599270367,-0.2608695652173913,-0.3714482186258817,False,False,True,False,1,3,1,8.41097452987876,8.930520995943162,0.03279638428554873,0,192
74,1949-10-17,Rio de Janeiro,8191.46,Ensino Superior,0,Solteiro,Educação,47,0.767123287671233,0.2407966250768181,0.5342465753424659,-0.5184067498463638,2.206901297482996,0.408132760465228,1.565217391304348,0.5050281581599383,False,False,True,False,3,1,20,9.010969498046554,9.609003549316098,0.03592536794530073,0,3478
65,1958-04-14,Mato Grosso,5790.83,Ensino Fundamental,1,Casado,Comércio,33,0.6438356164383562,0.156204014839288,0.2876712328767123,-0.6875919703214239,1.622506417322101,-0.2821121552293771,1.173913043478261,-0.0642124607267769,True,False,False,False,1,0,10,8.66420358280608,9.216175365741513,0.03557770309421718,65,2145
44,1980-04-09,Paraíba,4698.32,Ensino Médio,1,Casado,Tecnologia,5,0.3561643835616438,0.1177065068473842,-0.2876712328767123,-0.7645869863052316,0.2589183636133463,-0.5962378109303861,0.2608695652173913,-0.3232699033730512,True,False,False,False,2,4,14,8.455173096379802,8.98030556184057,0.03766369220071851,44,220
29,1994-04-13,Paraná,7018.46,Ensino Médio,3,Solteiro,Tecnologia,11,0.1506849315068493,0.1994628369426105,-0.6986301369863014,-0.6010743261147791,-0.7150731033214787,0.0708640909452388,-0.391304347826087,0.2268848183057679,False,False,True,False,2,4,13,8.856441570984202,9.433711594812344,0.0395179047398308,87,319
33,1990-10-01,Santa Catarina,6667.33,Ensino Superior,1,Casado,Indústria,10,0.2054794520547945,0.1870898335090518,-0.589041095890411,-0.6258203329818963,-0.455342045472192,-0.0300951144499477,-0.217391304347826,0.1436243997865907,True,False,False,False,3,2,23,8.80512473274807,9.375583778967195,0.03523003824313362,33,330
38,1985-11-08,Minas Gerais,3440.37,Ensino Médio,0,Casado,Educação,9,0.273972602739726,0.0733792785580181,-0.452054794520548,-0.8532414428839639,-0.1306782231605836,-0.95793186278262,0.0,-0.6215567016420653,True,False,False,False,2,1,12,8.1436249268986,8.630043749250168,0.03673658593116236,0,342
35,1989-01-25,Maranhão,4898.68,Ensino Médio,0,Solteiro,Educação,10,0.2328767123287671,0.1247667266176909,-0.5342465753424658,-0.7504665467646181,-0.3254765165475486,-0.538628986868131,-0.1304347826086956,-0.2757602703183354,False,False,True,False,2,1,9,8.496925175843732,9.027362974745875,0.0363889210800788,0,350
30,1994-02-14,Paraná,10925.23,Ensino Superior,0,Casado,Saúde,11,0.1643835616438356,0.3371283130458314,-0.6712328767123288,-0.3257433739083371,-0.650140338859157,1.19416427851609,-0.3478260869565217,1.1532633825360126,True,False,False,False,3,3,13,9.298921599438842,9.936669606760258,0.0395179047398308,0,330
28,1995-12-16,Amapá,10682.4,Ensino Superior,3,Casado,Indústria,10,0.136986301369863,0.3285715493863007,-0.726027397260274,-0.3428569012273986,-0.7800058677838003,1.124344200920575,-0.4347826086956521,1.0956832058806092,True,False,False,False,3,2,2,9.276446413910847,9.911046738164393,0.0369683624985514,84,280
28,1995-11-11,Ceará,7623.57,Ensino Médio,0,Casado,Tecnologia,10,0.136986301369863,0.2207855040678367,-0.726027397260274,-0.5584289918643266,-0.7800058677838003,0.2448492952191012,-0.4347826086956521,0.3703693164977176,True,False,False,False,2,4,5,8.93913120644282,9.527464745409004,0.04125622899524858,0,280
26,1997-11-14,Piauí,8159.94,Ensino Superior,0,Solteiro,Educação,2,0.1095890410958904,0.239685933685522,-0.7808219178082192,-0.5206281326289559,-0.9098713967084436,0.3990699229006328,-0.5217391304347826,0.4975540933072498,False,False,True,False,3,1,17,9.007114637402026,9.604626057518564,0.03743191563332947,0,52
49,1975-04-10,Maranhão,6109.1,Ensino Superior,2,Solteiro,Comércio,30,0.4246575342465754,0.1674191084023522,-0.1506849315068492,-0.6651617831952956,0.5835821859249547,-0.1906010730059098,0.4782608695652174,0.0112561503349339,False,False,True,False,3,0,9,8.71769841864382,9.276650792130091,0.0363889210800788,98,1470
29,1995-03-15,Amazonas,8105.33,Pós-graduação,0,Casado,Saúde,6,0.1506849315068493,0.237761604469828,-0.6986301369863014,-0.524476791060344,-0.7150731033214787,0.3833680967774559,-0.391304347826087,0.4846048965558124,True,False,False,False,4,3,3,9.000400516944353,9.59700222410153,0.039170239888747245,0,174
51,1972-06-21,São Paulo,13483.26,Ensino Superior,0,Casado,Comércio,26,0.4520547945205478,0.4272673327056329,-0.0958904109589042,-0.1454653345887342,0.713447714849598,1.9296658767191743,0.5652173913043478,1.7598269014168,True,False,False,False,3,0,25,9.509278358280186,10.17688155677359,0.0382431336191911,0,1326
45,1978-07-18,Pernambuco,8404.31,Ensino Médio,0,Casado,Tecnologia,14,0.3698630136986301,0.24829696335846,-0.2602739726027396,-0.5034060732830798,0.323851128075668,0.4693327914177682,0.3043478260869565,0.5554994368368011,True,False,False,False,2,4,16,9.036618927970414,9.638136521486894,0.03905435160505273,0,630
60,1964-02-25,Amazonas,7288.13,Ensino Fundamental,0,Casado,Tecnologia,20,0.5753424657534246,0.2089653796929529,0.1506849315068492,-0.582069240614094,1.297842595010493,0.1484013817461386,0.9565217391304348,0.2908293319106052,True,False,False,False,1,4,3,8.894139476317147,9.476439747422386,0.039170239888747245,0,1200
21,2002-07-22,Tocantins,3810.45,Ensino Médio,0,Casado,Saúde,3,0.0410958904109589,0.086420035857854,-0.9178082191780822,-0.827159928284292,-1.234535219020052,-0.8515240288389222,-0.7391304347826086,-0.533802833600095,True,False,False,False,2,3,26,8.245764973147347,8.744706297930948,0.0369683624985514,0,63
50,1973-11-21,São Paulo,5096.56,Ensino Fundamental,0,Casado,Saúde,12,0.4383561643835616,0.1317395569638095,-0.1232876712328767,-0.7365208860723811,0.6485149503872764,-0.4817332287056284,0.5217391304347826,-0.2288386982038057,True,False,False,False,1,3,25,8.536517272855063,9.072011561957016,0.0382431336191911,0,600
